id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
2060518368273207313,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO
Se reporta que Q!Juan acudió solo al dirigible Falcón para intentar tener una conversación privada con Q!Aldo en medio de las crecientes tensiones entre ambos.

Según los reportes, Q!Aldo volvió a insistir en que Q!Juan debía pagar el cobro de piso que le había exigido anteriormente, argumentando además que también debía responder por el supuesto bullying que habría ejercido contra uno de sus trabajadores.

De acuerdo con lo observado, Q!Juan se negó rotundamente a realizar cualquier pago y aprovechó la conversación para expresar su frustración por la actitud que Q!Aldo ha mostrado durante las últimas semanas.

Según los reportes, Q!Juan le confesó que había intentado comprenderlo en todo momento desde su regreso, pero que ya no podía entender cómo era capaz de priorizar a otras personas por encima de quienes considera su familia.

También le recordó que, independientemente de la relación que tuvieran con él, los trabajadores que tanto defendía seguían siendo miembros de la Federación antes que cualquier otra cosa.

Q!Aldo respondió manteniendo su postura y asegurando que esas personas eran ""su gente"", ya que trabajaban junto a él. Además, aclaró que Coco ya no formaba parte de ese grupo debido a los acontecimientos recientes entre ambos.

La discusión continuó durante varios minutos sin que ninguno cambiara de opinión.

De acuerdo con lo observado, Q!Juan terminó admitiendo que ya no reconocía al Q!Aldo que conocía antes y le pidió directamente que dejara de actuar contra ellos.

💬 ""Nosotros no nos metemos con tus cosas, deja de meterte con las nuestras.""

La conversación finalizó sin que ambas partes llegaran a un acuerdo, dejando en evidencia que la distancia entre Q!Juan y Q!Aldo continúa aumentando mientras el conflicto sigue escalando.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060518368273207313,tweet,QSMP News Network (QNN),@QNNbreaking,3,1,52,907,10029,51,2026-05-29 20:27:16,https://pbs.twimg.com/media/HJhuRm8XkAYHpBN.jpg,
2060516375760674950,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO
Se reporta que ocurrió una disputa interna entre los trabajadores de la Federación Coco y FNG, relacionada con las diferencias que ambos percibían en la forma en que eran tratados por Q!Aldo.

Según los reportes, la discusión comenzó cuando Coco expresó su inconformidad al considerar que existía un trato diferente entre ambos trabajadores. La situación fue escalando hasta convertirse en una pelea verbal entre los dos.

De acuerdo con lo observado, Q!Aldo intervino para aclarar que cada uno tenía funciones y responsabilidades distintas dentro de su trabajo, por lo que era normal que sus puestos no fueran exactamente iguales.

Sin embargo, Coco aparentemente no quedó convencido con la explicación y continuó enfrentándose a FNG.

Durante la discusión, FNG aprovechó para quejarse directamente con Q!Aldo, asegurando que Coco y varios habitantes de la isla habían estado haciéndole bullying de manera constante.

Según los reportes, esto provocó el enojo inmediato de Q!Aldo.

Q!Aldo les recordó que todo se trataba de trabajo y que nadie era más importante que otro por el puesto que ocupaba. También señaló que Coco parecía encontrarse en una especie de etapa de rebeldía debido a su comportamiento reciente.

La situación terminó de forma inesperada cuando Q!Aldo tomó una decisión drástica.

De acuerdo con lo observado, declaró que Coco quedaba despedido de su puesto y que además ya no podría seguir viviendo dentro del castillo.

Como parte de la medida, Q!Aldo anunció que la habitación que anteriormente pertenecía a Coco dejaría de ser su cuarto y pasaría a convertirse en la nueva oficina de FNG.

Por el momento se desconoce cómo reaccionará Coco ante la decisión y si el conflicto entre ambos trabajadores ha llegado realmente a su fin.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060516375760674950,tweet,QSMP News Network (QNN),@QNNbreaking,2,5,40,553,7755,40,2026-05-29 20:19:21,"https://pbs.twimg.com/media/HJhsq3jXEAg-fTG.png,https://pbs.twimg.com/media/HJhst8fWgAYT9HZ.jpg",
2060513055423807511,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO

Se reporta que Q!Aldo acudió a la tienda MiArte acompañado por trabajadores de la Federación para exigir un pago a Q!Juan.

Según los reportes, Q!Aldo argumentó que Q!Juan tenía una deuda pendiente, señalando además que había estado incumpliendo con varios clientes al no entregar todavía cuadros que ya habían sido pagados.

De acuerdo con lo observado, Q!Juan respondió que sí se encontraba trabajando en los encargos y que, de hecho, en ese mismo momento estaba realizando un cuadro de Coco. Sin embargo, Q!Aldo insistió en que eso no cambiaba la situación y que debía pagar igualmente.

La discusión fue escalando cuando Q!Juan le reclamó a Q!Aldo que parecía darle más importancia a quienes llamaba “su gente” que a las personas que consideraba su familia. También le pidió que cambiara la forma en la que estaba tratando a los integrantes de The North.

Según los reportes, Q!Aldo respondió que los negocios eran negocios y que no debían mezclarse con amistades o lazos familiares.

Después de que Q!Aldo abandonara el lugar, Q!Juan buscó a Coco y le pidió ayuda para intentar hacerlo entrar en razón. Sin embargo, aparentemente la conversación no tuvo efecto.

Poco tiempo después, Q!Aldo volvió a contactar a Q!Juan para informarle que tenía una hora para realizar el pago correspondiente o habría consecuencias.

Q!Juan decidió mantenerse firme y no pagar.

De acuerdo con lo observado, la situación empeoró todavía más cuando Q!Aldo también se enteró de que Q!Juan habría estado molestando a uno de sus trabajadores.

Como respuesta, Q!Aldo tomó una medida inesperada: movilizó la Hacienda perteneciente a Q!Mariana y comenzó a trasladarla directamente hacia la ubicación de MiArte.

Por el momento se desconoce cuál será el desenlace de esta disputa y qué consecuencias tendrá la llegada de la enorme estructura a las inmediaciones del negocio de Q!Juan.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060513055423807511,tweet,QSMP News Network (QNN),@QNNbreaking,0,1,32,525,6823,27,2026-05-29 20:06:09,"https://pbs.twimg.com/media/HJhppRVXQAIITFF.jpg,https://pbs.twimg.com/media/HJhpsgkWgAYLpeN.jpg",
2060505854038716554,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO
Se reporta que Q!Juan acudió al castillo de Q!Aldo para buscar consejo después de una serie de desacuerdos con Q!Tina dentro de The North.

Según los reportes, Q!Juan le explicó que se sentía molesto y decepcionado por dos situaciones recientes. La primera ocurrió durante una discusión que tuvo con Q!KatieB, donde percibió que Q!Tina tomó partido por Q!KatieB en lugar de apoyarlo como miembro de su familia. La segunda estaba relacionada con una dungeon que Q!Juan le había encargado construir como parte de sus responsabilidades como Generalísima, trabajo que aparentemente no había sido completado.

De acuerdo con lo observado, Q!Aldo pareció comprender su frustración y le preguntó qué esperaba de él. Q!Juan respondió que únicamente necesitaba que alguien lo escuchara, ya que sentía que normalmente nadie prestaba atención a sus preocupaciones.

La conversación se volvió especialmente emocional cuando Q!Juan rompió en llanto y admitió que no sabía cómo manejar la situación. También confesó que ya le había advertido a Q!Tina que podría perder su rango si no cumplía con sus responsabilidades.

Según los reportes, Q!Aldo le recomendó retirarle el puesto de inmediato, argumentando que cuando él estuvo al mando también tuvo constantes problemas para que Q!Tina cumpliera sus tareas.

Posteriormente, Q!Juan le pidió que lo acompañara para verificar personalmente qué estaba haciendo Q!Tina. Ambos acordaron que si al llegar ella no estaba trabajando en la dungeon, se tomarían medidas.

Al llegar al lugar encontraron a Q!Tina entrenando combate junto a Q!Haiper.

La presencia de Q!Haiper provocó una reacción negativa por parte de Q!Aldo, quien todavía guarda resentimiento hacia él por conflictos ocurridos en el pasado. Según los reportes, Q!Aldo insistió en que Q!Haiper debía abandonar el lugar, petición que Q!Juan terminó respaldando.

Después de eso, Q!Juan informó a Q!Tina que quedaba removida de su cargo como Generalísima por no haber cumplido con las tareas asignadas.

Q!Tina se mostró molesta y defendió que sí había estado trabajando, pero Q!Juan sostuvo que las responsabilidades pendientes seguían sin completarse. Mientras tanto, Q!Aldo intervino en varias ocasiones recordando experiencias pasadas donde también consideró que Q!Tina había fallado en sus deberes.

La discusión continuó posteriormente en la oficina de Q!Juan, donde finalmente se alcanzó un acuerdo.

De acuerdo con lo decidido, Q!Tina tendrá la oportunidad de recuperar su rango dentro de The North, pero para hacerlo deberá completar la dungeon pendiente, vencer a Q!Ewron en la pelea que tiene programada y además derrotar a Q!Aldo en un combate que se llevará a cabo el próximo domingo.

Por el momento, el cargo de Generalísima permanece suspendido mientras Q!Tina intenta cumplir las condiciones impuestas para recuperarlo.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060505854038716554,tweet,QSMP News Network (QNN),@QNNbreaking,0,0,25,393,5303,21,2026-05-29 19:37:32,https://pbs.twimg.com/media/HJhfk5rXoAAl8ba.png,
2060095741364695193,"🗞️ QNN — ISLA QSMP
⏰ NOTICIA TARDÍA

Se reporta que Q!Ewron le mostró a Q!Ashswag el altar que construyó para Ghosty, la hija de Q!Ash, cumpliendo las instrucciones que ella misma había dado anteriormente.

Según los reportes, el plan de ambos era utilizar el altar para realizar un nuevo ritual de invocación y contactar nuevamente con ella. Sin embargo, Q!Ewron tomó varias precauciones antes de comenzar.

De acuerdo con lo observado, Q!Ewron bloqueó y cubrió todas las posibles salidas del lugar, ya que su intención era mantener encerrada a la entidad hasta descubrir si realmente se trataba de la hija de Q!Ash o de algo más peligroso.

Q!Ashswag se mostró dudoso sobre la idea de atraparla, insistiendo en que seguía siendo su hija, pero finalmente Q!Ewron logró convencerlo de que era lo más seguro.

Después de comenzar el ritual, Ghosty apareció nuevamente frente a ellos.

Según los reportes, la entidad le entregó a Q!Ash un extraño objeto que parecía ser literalmente su corazón. Además, tanto Q!Ash como Q!Ewron recibieron cartas separadas con misiones específicas para cada uno, dejando claro que no debían compartirlas entre sí.

Antes de desaparecer, Ghosty también le pidió directamente a Q!Ewron que la liberara.

De acuerdo con lo observado, la misión entregada a Q!Ashswag le indicaba que debía encontrar una cura para Q!Haiper si quería salvarla.

Por otro lado, la carta de Q!Ewron tenía un tono mucho más agresivo, ordenándole encontrar a una criatura peligrosa y llevarla ante ella si quería seguir con vida.

La situación ha aumentado todavía más las dudas sobre la verdadera naturaleza de Ghosty y las intenciones que tiene desde su regreso.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060095741364695193,tweet,QSMP News Network (QNN),@QNNbreaking,0,1,28,556,7758,42,2026-05-28 16:27:54,"https://pbs.twimg.com/media/HJbqrvLWYAM_xqD.jpg,https://pbs.twimg.com/media/HJbqVPMWgAIYUxC.jpg",
2060095458677317808,"🗞️ QNN — ISLA QSMP
🚨 ALERTA

Se reporta que Q!Haiper buscó personalmente a Q!Ashswag para tener una conversación privada después de su reciente decisión de abandonar el Régimen.

Según los reportes, Q!Haiper le pidió que fueran a hablar específicamente al Nether, mostrándose notablemente desesperado y preocupado. Aunque Q!Ashswag aceptó acompañarlo, desde el inicio insistió en que ya era momento de que le dijera qué estaba ocurriendo realmente con él y por qué ya no parecía ser el mismo.

De acuerdo con lo observado, Q!Haiper dudaba constantemente antes de hablar e incluso intentó desviar la conversación preguntando primero por Ghosty, la hija de Q!Ashswag.

Sin embargo, después de insistencias constantes, Q!Haiper finalmente reunió el valor para revelar parte de la verdad.

Según los reportes, Q!Haiper confesó que además de la radiación que lentamente está destruyendo su cuerpo, existe algo más controlándolo.

Fue entonces cuando se quitó el sombrero y mostró que tiene un implante dentro de la cabeza.

Q!Haiper explicó que ese dispositivo es lo que le impide actuar libremente, permanecer en el Régimen o ser realmente él mismo, asegurando además que quien lo controla es Q!YoungMulti.

De acuerdo con lo observado, Q!Ashswag reaccionó exigiéndole más respuestas: quería saber cómo funcionaba el control, qué podía hacer y cómo detenerlo.

Sin embargo, Q!Haiper insistía repetidamente en que no podía decir más.

La frustración terminó explotando.

Según los reportes, Q!Ashswag, completamente alterado e impotente por la situación, terminó atacando a Q!Haiper en un intento desesperado de hacerlo hablar.

Aun así, incluso después de ser derribado, Q!Haiper siguió insistiendo en que no podía revelar demasiada información.

Finalmente logró contarle lo más que podía sobre el chip, sobre Q!YoungMulti.

Después de eso, Q!Ashswag abandonó el lugar visiblemente furioso, asegurando que actuaría contra Q!YoungMulti y el reactor por lo que había descubierto.

Más tarde, mientras Q!Ashswag permanecía solo dentro del Régimen reflexionando sobre la situación y pensando qué hacer, ocurrió algo todavía más extraño.

De acuerdo con lo observado, aparentemente “Q!YoungMulti” apareció frente a él.

Sin decir absolutamente ninguna palabra, únicamente le entregó una tarjeta acompañada de una nota que decía:

💬 “Entrada trasera.”

Después de eso, la figura simplemente se retiró, dejando a Q!Ashswag completamente confundido.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2060095458677317808,tweet,QSMP News Network (QNN),@QNNbreaking,0,2,43,719,10248,59,2026-05-28 16:26:46,"https://pbs.twimg.com/media/HJbt5xUXQAIv86u.jpg,https://pbs.twimg.com/media/HJbt5m9W8AMgCN7.jpg",
2059090014105907479,"🗞️ QNN — ISLA QSMP
🎭 EVENTOS

Se reporta que el dirigible Falcón volvió a ser utilizado para una operación de transporte poco convencional dentro de la isla.

Según los reportes, el objetivo esta vez fue el Zabka de Q!Ewron, el cual fue levantado completamente por los aires y trasladado sobre distintos puntos de la ciudad.

De acuerdo con lo observado, el recorrido convirtió temporalmente al negocio en una especie de tienda voladora que pudo verse atravesando varias zonas de la isla.

El viaje terminó cuando el Zabka fue colocado sobre el techo de la iglesia construida por el propio Q!Ewron.

Hasta el momento se desconoce si el cambio de ubicación fue solicitado previamente o si se trató de una reubicación sorpresa.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2059090014105907479,tweet,QSMP News Network (QNN),@QNNbreaking,2,1,45,799,8426,22,2026-05-25 21:51:30,"https://pbs.twimg.com/media/HJNbdB0WwAE_rjF.jpg,https://pbs.twimg.com/media/HJNbdNoWEAAfjwl.jpg",
2059052630291173503,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO

Se reporta que ocurrió un enfrentamiento entre Q!Aldo y Q!Tubbo dentro del castillo de Q!Aldo.

Según los reportes, Q!Aldo detectó con sus radares que Q!Tubbo se encontraba dentro de la zona del castillo, por lo que acudió personalmente para averiguar qué estaba haciendo ahí.

De acuerdo con lo observado, Q!Tubbo le explicó que únicamente estaba explorando el lugar. Sin embargo, Q!Aldo le respondió que no era bienvenido dentro del castillo y le pidió que se retirara.

Poco después llegaron Q!Tina y Q!Roier, momento en el que Q!Tubbo comenzó a conversar con ellos mientras permanecía todavía en el lugar.

Según los reportes, Q!Aldo interpretó que Q!Tubbo estaba ignorando su petición de abandonar el castillo, por lo que decidió intervenir directamente.

La situación escaló rápidamente cuando Q!Aldo comenzó a atacarlo hasta dejarlo inconsciente.

Después del enfrentamiento, Q!Aldo también tomó el control de la Death Star que pertenecía a Q!Tubbo.

Hasta el momento se desconoce si habrá consecuencias posteriores por lo ocurrido o si Q!Tubbo intentará recuperar el control de la estructura.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2059052630291173503,tweet,QSMP News Network (QNN),@QNNbreaking,1,3,59,876,15095,55,2026-05-25 19:22:57,"https://pbs.twimg.com/media/HJM5dHIWgAAri1H.jpg,https://pbs.twimg.com/media/HJM5dMsWYAAWh8p.jpg",
2059048808382906383,"🗞️ QNN — ISLA QSMP
🎭 EVENTOS

Se reporta que Q!Juan contrató públicamente a Q!Aldo para hacer promoción de su negocio utilizando el dirigible Falcón.

Según los reportes, Q!Aldo acudió junto con Q!Roier a la zona industrial del QSMP y tomó el negocio de Q!Juan, MiArte, levantándolo completamente por los aires para recorrer distintas partes de la ciudad.

De acuerdo con lo observado, Q!Juan se dio cuenta de lo que estaba ocurriendo justo a tiempo y alcanzó a subir dentro del negocio antes de que fuera elevado.

Durante el recorrido se le pudo ver bastante preocupado, gritando que lo bajaran y mostrando especial preocupación por los cuadros y obras de arte que se encontraban dentro del lugar.

A pesar del caos inicial, el recorrido promocional continuó durante un buen tiempo mientras MiArte sobrevolaba distintas zonas de la isla.

Finalmente, Q!Aldo y Q!Roier regresaron el negocio a su ubicación original y también devolvieron todos los cuadros y pertenencias a Q!Juan sin reportarse daños.

La promoción terminó convirtiéndose en una de las campañas publicitarias más poco convencionales vistas recientemente en el QSMP.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2059048808382906383,tweet,QSMP News Network (QNN),@QNNbreaking,0,0,80,957,8876,44,2026-05-25 19:07:45,"https://pbs.twimg.com/media/HJM1-juWEAAinZ6.jpg,https://pbs.twimg.com/media/HJM1-sHWIAAEUXc.jpg",
2058992318468829344,"🗞️ QNN — ISLA QSMP
🚨 ALERTA

Se reporta que un guardia de la Federación se presentó ante Q!Ashswag para confrontarlo por presuntas actividades ilegales dentro de la isla.

Según los reportes, el guardia le informó que la Federación tenía conocimiento de que había estado duplicando objetos de manera ilegal.

De acuerdo con lo observado, Q!Ashswag negó inicialmente las acusaciones, pero después de que el guardia insistiera en que ya tenían pruebas, terminó admitiendo haberlo hecho.

Durante la conversación, el guardia también cuestionó directamente a Q!Ashswag sobre si había estado hablando con Q!Gabepeixe, ya que sospechaban que él le había enseñado el método.

Sin embargo, Q!Ashswag negó que hubiera sido Q!Gabepeixe quien le enseñó y aseguró que había sido otra persona. Cuando el guardia le pidió que revelara quién fue, Q!Ashswag se negó y llegó incluso a decirle que simplemente lo matara.

Según los reportes, el guardia le exigió devolver todos los motores que había duplicado.

Q!Ashswag entregó una cantidad de motores, pero el guardia aseguró que no estaban completos y volvió a exigir que entregara absolutamente todo.

En ese momento, Q!Ashswag intentó negociar diciendo que entregaría el resto si el guardia respondía algunas preguntas.

De acuerdo con lo observado, Q!Ashswag insistió especialmente en una: quería que la Federación le dijera quién era realmente él, convencido de que ellos conocen esa respuesta.

El guardia se negó completamente a responder.

Antes de retirarse, le informó que no existía negociación y le dio un plazo de 24 horas para devolver todo.

También le advirtió que volvería al día siguiente y que, si no cumplía, habría consecuencias.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2058992318468829344,tweet,QSMP News Network (QNN),@QNNbreaking,1,0,56,921,11549,62,2026-05-25 15:23:17,"https://pbs.twimg.com/media/HJMCmg8WwAAuzrR.jpg,https://pbs.twimg.com/media/HJMCmkAWMAQaUWA.jpg",
2058787746953519591,"🗞️ QNN — ISLA QSMP
💣 CONFLICTO

Se reporta que Q!Roier y Q!Aldo llevaron a cabo una de las operaciones de construcción y transporte más extrañas vistas recientemente en la isla utilizando el globo Falcón.

Según los reportes, ambos decidieron mover completamente el café de Q!Molly con temática de Hello Kitty y el panteón del Regime… para intercambiar sus ubicaciones.

De acuerdo con lo observado, el plan consistió en colocar el café exactamente en el lugar donde se encontraba el panteón y mover el panteón completo hacia la ubicación original del café.

La operación tomó bastante tiempo, especialmente por el traslado del panteón, el cual resultó mucho más pesado y complicado de mover de lo esperado.

A pesar de las dificultades, el intercambio logró completarse con éxito.

Por el momento se desconoce cuál será la reacción del Regime y de Q!Molly al descubrir que ambos lugares cambiaron completamente de ubicación.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2058787746953519591,tweet,QSMP News Network (QNN),@QNNbreaking,28,9,120,1935,23866,119,2026-05-25 01:50:23,"https://pbs.twimg.com/media/HJJIXJZWcAAFEW6.jpg,https://pbs.twimg.com/media/HJJIX4NXYAAhdfs.jpg,https://pbs.twimg.com/media/HJJIXcnW0AE1Sst.jpg,https://pbs.twimg.com/media/HJJIYOZWcAA0DDs.jpg",
2058387633034666151,"🗞️ QNN — ISLA QSMP
🚨 ALERTA

Se reporta que un guardia de la Federación se encuentra recorriendo distintas zonas de la isla colocando volantes de “Se busca” con la fotografía de Q!Gabepeixe.

Según los reportes, además de distribuir los avisos, el guardia también ha comenzado a acercarse directamente a distintos habitantes para solicitar información sobre su paradero.

De acuerdo con lo observado, algunos de los habitantes con quienes ya habló fueron Q!Tina y Q!Aldo, a quienes les pidió que reportaran inmediatamente cualquier dato que tuvieran relacionado con Q!Gabepeixe.

El guardia aseguró que la Federación se encuentra buscándolo con urgencia, aunque hasta el momento no se ha dado ninguna explicación oficial sobre las razones detrás de esta búsqueda.

La situación ha generado dudas entre los habitantes, especialmente considerando el carácter repentino del operativo y la falta de información sobre qué ocurrió.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2058387633034666151,tweet,QSMP News Network (QNN),@QNNbreaking,1,8,109,1446,21746,85,2026-05-23 23:20:29,"https://pbs.twimg.com/media/HJDcpM5WwAApwMN.jpg,https://pbs.twimg.com/media/HJDcpQZXkAAfGL7.jpg",
2057737681174499442,"🗞️ QNN — ISLA QSMP
🚨 ALERTA

Se reporta que Q!Tina y Q!Aldo recibieron misteriosos libros con acertijos, apareciendo directamente en los lugares donde cada uno se encontraba.

Según los reportes, el libro de Q!Tina le indicaba que debía ayudar a Q!Aldo, por lo que inmediatamente fue a buscarlo para mostrarle el mensaje que había recibido.

Por su parte, el libro de Q!Aldo contenía pistas relacionadas con seguir unas luces.

De acuerdo con lo observado, Q!Aldo regresó a su castillo y encontró un camino iluminado que comenzó a seguir. Durante el recorrido encontró distintos cofres con más libros y acertijos que parecían guiarlo hacia algún lugar específico.

En un punto del recorrido apareció un cofre que contenía objetos pertenecientes a Coco.

Poco después Q!Tina logró alcanzarlo y ambos continuaron investigando juntos.

Tras salir de esa zona, Q!Tina, Q!Aldo y Firusflais comenzaron a resolver los acertijos restantes hasta llegar a una conclusión: todos llevaban a unas coordenadas.

El grupo decidió viajar utilizando el globo de Q!Aldo, el Falcón.

Según los reportes, al llegar al lugar y comenzar a buscar encontraron algo inesperado.

Coco estaba ahí.

De acuerdo con lo observado, Coco se encontraba encerrado y visiblemente asustado. Además, parecía no recordar absolutamente nada, ni siquiera reconocía a quienes habían ido por él.

Q!Aldo intentó hacerlo recordar de distintas maneras, enseñándole objetos relacionados con él e incluso reproduciendo una de las canciones que acostumbraba ponerle. Firusflais también colaboró mostrándole distintas cosas para ayudarlo.

Finalmente, lograron que Coco comenzara a recordar.

Cuando parecía que todo había terminado y comenzaron el viaje de regreso, se encontraron con una enorme estructura construida en bedrock.

Según los reportes, Q!Aldo comenzó a inspeccionarla y fue entonces cuando Firusflais comentó que anteriormente había llegado a ese lugar durante un viaje en avión con Q!Quackity.

El grupo decidió entrar y descubrió una torre construida por Q!Quackity. Q!Aldo reconoció inmediatamente el lugar, recordando que él también había estado ahí anteriormente mientras buscaba a Q!Quackity.

Subieron hasta la parte más alta, pero al hacerlo comenzaron a caer truenos y una fuerte tormenta inició alrededor del lugar.

Firusflais comenzó a insistirles que debían irse inmediatamente.

El grupo abandonó el lugar y finalmente regresó a casa.

Coco volvió con ellos.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2057737681174499442,tweet,QSMP News Network (QNN),@QNNbreaking,1,1,141,1541,14832,137,2026-05-22 04:17:48,"https://pbs.twimg.com/media/HI6NgzIW0AAZrKN.jpg,https://pbs.twimg.com/media/HI6NgaPWkAEZ_hh.jpg,https://pbs.twimg.com/media/HI6NhB6XMAA85kR.jpg,https://pbs.twimg.com/media/HI6NgpUXoAAE305.jpg",
2057231528237691244,"🗞️ QNN — ISLA QSMP
💔 DRAMA

Se reporta que Q!Juan recibió una carta anónima donde alguien le preguntaba “¿cuándo te darás cuenta?” y lo citaba a las 4 PM en las vías del tren de la cueva Polaca si quería descubrir quién había escrito el mensaje.

Según los reportes, Q!Juan acudió al lugar esperando encontrarse con la persona detrás de la carta, pero al llegar descubrió una mesa arreglada de manera muy elegante y romántica.

Momentos después apareció Q!Graf, aunque Q!Juan inicialmente no entendió lo que estaba ocurriendo y le comentó que en realidad estaba esperando a alguien más.

De acuerdo con lo observado, ambos caminaron juntos hacia las vías del tren pensando que quizá ese era el verdadero punto de encuentro. Sin embargo, al no encontrar a nadie, Q!Graf le dijo a Q!Juan que ahí no había ninguna otra persona además de ellos dos.

Fue entonces cuando Q!Juan le mostró la carta y comenzó a leerla en voz alta. Según los reportes, Q!Graf lo interrumpió diciendo:

💬 “Como en tu carta dice ‘¿cuándo te darás cuenta?’, te lo digo otra vez… ¿cuándo te darás cuenta?”

En ese momento, Q!Juan finalmente entendió que Q!Graf había sido quien lo citó.

Sorprendido, Q!Juan le preguntó directamente:

💬 “¿Yo te gusto, Graf?”

Q!Graf respondió únicamente asintiendo con la cabeza.

La confesión tomó completamente desprevenido a Q!Juan, quien aparentemente entró en pánico y terminó diciéndole a Q!Graf que necesitaba ir al baño.

Dentro de la cueva se encontraba Q!Foolish, por lo que Q!Juan acudió con él para pedirle consejo. Según los reportes, Q!Juan le confesó que veía a Q!Graf únicamente como un amigo y que no sabía cómo decirle la verdad.

Q!Foolish insistió varias veces en que simplemente debía ser honesto con él.

Aunque Q!Juan intento hablar con Q!Graf y aclarar la situación, no logró atreverse a decirle lo que realmente sentía. Después de varios intentos fallidos y múltiples conversaciones con Q!Foolish, terminó evitando rechazarlo… y en cambio decidió invitarlo a una segunda cita para el día siguiente.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2057231528237691244,tweet,QSMP News Network (QNN),@QNNbreaking,14,33,513,4969,40925,376,2026-05-20 18:46:32,https://pbs.twimg.com/media/HIzBK_rXQAANxM1.jpg,
2057194196206043454,"🗞️ QNN — ISLA QSMP
🚨 ALERTA

Se reporta que Q!Ewron vivió una extraña situación dentro de su iglesia después de comenzar a escuchar voces desconocidas provenientes aparentemente del interior del lugar.

Según los reportes, Q!Ewron intentó buscar el origen de las voces sin éxito. Asustado, salió varias veces de la iglesia para revisar los alrededores, pero no encontró absolutamente nada extraño afuera.

De acuerdo con lo observado, cada vez que volvía a entrar a la iglesia las voces regresaban.

Q!Ewron incluso intentó hablar directamente esperando que las voces respondieran, provocando que estas continuaran escuchándose dentro del lugar, aumentando todavía más su miedo.

Al no encontrar explicación para lo que ocurría, terminó abandonando la iglesia.

Sin embargo, más tarde regresó acompañado de Q!Juan para mostrarle el sótano del lugar. Mientras ambos hablaban dentro de la iglesia, Q!Ewron volvió a escuchar las voces nuevamente.

Según los reportes, Q!Ewron le preguntó discretamente a Q!Juan si estaba bien, intentando descubrir si él también podía escucharlas. Sin embargo, Q!Juan respondió con normalidad y preguntó qué estaba ocurriendo, dejando claro que no escuchaba nada extraño.

Fue en ese momento cuando Q!Ewron comprendió que aparentemente las voces solo podían ser escuchadas por él.

Después de eso, Q!Ewron decidió retirarse rápidamente de la iglesia junto con Q!Juan, aunque sin explicarle realmente lo que estaba sucediendo.

Por ahora, se desconoce qué son exactamente las voces que escucha Q!Ewron: si se trata de alguna entidad, algún espíritu relacionado con la iglesia o simplemente posibles alucinaciones.

⚠️ Nota: Los eventos reportados forman parte del lore o roleplay dentro del servidor QSMP.",https://x.com/QNNbreaking/status/2057194196206043454,tweet,QSMP News Network (QNN),@QNNbreaking,0,0,47,716,9198,48,2026-05-20 16:18:11,https://pbs.twimg.com/media/HIyfOEsXEAAc-P6.jpg,
